date_time,tournament_id,player1_name,player2_name,points1,points2
2020-10-01 05:16:47.020000+00:00,yTusYeoT,doublemint,aviIsKing,1,0
2020-10-01 05:16:47.020000+00:00,yTusYeoT,SergioGentili,miguel2120,1,0
2020-10-01 05:16:47.020000+00:00,yTusYeoT,Sachin9120,Zakinaky,1,0
2020-10-01 05:16:47.020000+00:00,yTusYeoT,horsejump,orujeni,1,0
2020-10-01 05:16:47.020000+00:00,yTusYeoT,SJCTharul,sergeybasov1957,1,0
2020-10-01 05:16:47.020000+00:00,yTusYeoT,varghees,Scamps92,0,1
2020-10-01 05:16:47.020000+00:00,yTusYeoT,ajnoy,sergap75,0,1
2020-10-01 05:16:47.020000+00:00,yTusYeoT,Nimzo678,moloch_bg,1,0
2020-10-01 05:16:47.020000+00:00,yTusYeoT,ChanceJCox,LoganRex,1,0
2020-10-01 05:16:28.546000+00:00,yTusYeoT,RodmanMVP,IvankoLIS,1,0
2020-10-01 05:16:28.546000+00:00,yTusYeoT,suleimenovO,sangram_r_j,0,1
2020-10-01 05:16:28.547000+00:00,yTusYeoT,subarux,pablobarby,1,0
2020-10-01 05:16:28.546000+00:00,yTusYeoT,sakr1424,Dilsaj,0,1
2020-10-01 05:16:28.546000+00:00,yTusYeoT,javiertafur,yugkhiani,0,1
2020-10-01 05:16:28.546000+00:00,yTusYeoT,Arjungs,uplink2,0,1
2020-10-01 05:16:28.547000+00:00,yTusYeoT,sagar00001,gurkha-gamefowl,0,1
2020-10-01 05:16:01.786000+00:00,yTusYeoT,KashyapB,lyn_Frince,1,0
2020-10-01 05:16:01.785000+00:00,yTusYeoT,jaqueconmate,BlindBox,1,0
2020-10-01 05:16:01.785000+00:00,yTusYeoT,kindomsavage,aleks45,0,1
2020-10-01 05:16:01.785000+00:00,yTusYeoT,Adri2016,Sparsh1234,0,1
2020-10-01 05:16:01.785000+00:00,yTusYeoT,komronazam,anthony_113_29,0,1
2020-10-01 05:16:01.786000+00:00,yTusYeoT,adzz82,King_Shaz,0,1
2020-10-01 05:15:41.136000+00:00,yTusYeoT,Arghhhhhhhhhh,jeimov,0,1
2020-10-01 05:15:41.136000+00:00,yTusYeoT,VALHALLA_RAGNAR,Mohammed_ahmed2020,0,1
2020-10-01 05:15:41.136000+00:00,yTusYeoT,Veguettatruchomal,EjGarcia,1,0
2020-10-01 05:15:41.135000+00:00,yTusYeoT,Chichi30,velvetthunder03,1,0
2020-10-01 05:15:41.136000+00:00,yTusYeoT,iamssk,alishermorgenstern,1,0
2020-10-01 05:15:41.136000+00:00,yTusYeoT,capedbaldly,SJCTharul,0,1
2020-10-01 05:15:20.446000+00:00,yTusYeoT,OPulence,elbab26,0,0
2020-10-01 05:15:20.446000+00:00,yTusYeoT,Mahatomba,R_King,0,1
2020-10-01 05:15:20.446000+00:00,yTusYeoT,tsocu,v2d2,0,1
2020-10-01 05:15:20.446000+00:00,yTusYeoT,dsypal15,Pedri_Fati,0,1
2020-10-01 05:15:20.446000+00:00,yTusYeoT,smels72,a19v19b19,0,1
2020-10-01 05:15:20.446000+00:00,yTusYeoT,ChristianEG,lydiablitz,1,0
2020-10-01 05:15:20.446000+00:00,yTusYeoT,HOGOFOGO,ZINAIZMAGAZINA,1,0
2020-10-01 05:14:51.661000+00:00,yTusYeoT,senidu,krish_agg11,0,1
2020-10-01 05:14:51.661000+00:00,yTusYeoT,Gauty2002,Don_Johnson,0,0
2020-10-01 05:14:33.107000+00:00,yTusYeoT,ElCaosReptante,SergioGentili,0,1
2020-10-01 05:14:33.108000+00:00,yTusYeoT,horsejump,varghees,0,1
2020-10-01 05:14:33.107000+00:00,yTusYeoT,evgenkuz15051972,ChanceJCox,1,0
2020-10-01 05:14:33.107000+00:00,yTusYeoT,IvankoLIS,pablobarby,0,1
2020-10-01 05:14:33.107000+00:00,yTusYeoT,razali-ali,Davronbekovkamron106,0,1
2020-10-01 05:14:33.107000+00:00,yTusYeoT,orujeni,Nimzo678,1,0
2020-10-01 05:14:33.144000+00:00,yTusYeoT,Nefetehli,miguel2120,0,1
2020-10-01 05:14:33.148000+00:00,yTusYeoT,King_Shaz,Sparsh1234,1,0
2020-10-01 05:14:14.619000+00:00,yTusYeoT,sergeybasov1957,ajnoy,1,0
2020-10-01 05:14:14.619000+00:00,yTusYeoT,LoganRex,PrinceofAfrica,1,0
2020-10-01 05:14:14.619000+00:00,yTusYeoT,Scamps92,doublemint,0,1
2020-10-01 05:14:14.619000+00:00,yTusYeoT,Zakinaky,moloch_bg,1,0
2020-10-01 05:14:14.641000+00:00,yTusYeoT,Artur21102012,Sachin9120,0,1
2020-10-01 05:13:56.095000+00:00,yTusYeoT,yugkhiani,sakr1424,0,1
2020-10-01 05:13:56.095000+00:00,yTusYeoT,gurkha-gamefowl,javiertafur,0,1
2020-10-01 05:13:56.095000+00:00,yTusYeoT,aleks45,komronazam,0,1
2020-10-01 05:13:56.095000+00:00,yTusYeoT,Dilsaj,RodmanMVP,0,1
2020-10-01 05:13:56.095000+00:00,yTusYeoT,Vk07,bycoders,1,0
2020-10-01 05:13:56.095000+00:00,yTusYeoT,SJCTharul,EmanuelRicardo,1,0
2020-10-01 05:13:56.095000+00:00,yTusYeoT,aviIsKing,sergap75,1,0
2020-10-01 05:13:56.095000+00:00,yTusYeoT,uplink2,sagar00001,0,1
2020-10-01 05:13:56.095000+00:00,yTusYeoT,suleimenovO,BMSilva,1,0
2020-10-01 05:13:56.095000+00:00,yTusYeoT,miguel2120,ElCaosReptante,0,1
2020-10-01 05:13:56.095000+00:00,yTusYeoT,Dhruv2006,melzeuch,1,0
2020-10-01 05:13:37.577000+00:00,yTusYeoT,ZINAIZMAGAZINA,Arjungs,0,1
2020-10-01 05:13:37.577000+00:00,yTusYeoT,sangram_r_j,subarux,0,1
2020-10-01 05:13:37.578000+00:00,yTusYeoT,MrRothstein20,Arghhhhhhhhhh,0,1
2020-10-01 05:13:37.577000+00:00,yTusYeoT,BlindBox,Adri2016,0,1
2020-10-01 05:13:37.598000+00:00,yTusYeoT,velvetthunder03,VedanshuB,1,0
2020-10-01 05:13:12.835000+00:00,yTusYeoT,anthony_113_29,kindomsavage,1,0
2020-10-01 05:13:12.835000+00:00,yTusYeoT,Chichi30,VALHALLA_RAGNAR,1,0
2020-10-01 05:13:12.836000+00:00,yTusYeoT,Elxam,Mohammed_ahmed2020,0,1
2020-10-01 05:13:12.836000+00:00,yTusYeoT,krish_agg11,horsejump,0,1
2020-10-01 05:13:12.835000+00:00,yTusYeoT,Veguettatruchomal,capedbaldly,1,0
2020-10-01 05:12:54.292000+00:00,yTusYeoT,Don_Johnson,senidu,1,0
2020-10-01 05:12:54.292000+00:00,yTusYeoT,jeimov,OPulence,0,1
2020-10-01 05:12:54.292000+00:00,yTusYeoT,R_King,HOGOFOGO,1,0
2020-10-01 05:12:54.292000+00:00,yTusYeoT,pablobarby,AliyevShohruzbek,1,0
2020-10-01 05:12:54.292000+00:00,yTusYeoT,EjGarcia,adzz82,1,0
2020-10-01 05:12:54.292000+00:00,yTusYeoT,v2d2,Pedri_Fati,1,0
2020-10-01 05:12:54.292000+00:00,yTusYeoT,varghees,orujeni,1,0
2020-10-01 05:12:35.807000+00:00,yTusYeoT,sergeybasov1957,mafiazac,1,0
2020-10-01 05:12:35.808000+00:00,yTusYeoT,lydiablitz,dsypal15,0,1
2020-10-01 05:12:35.808000+00:00,yTusYeoT,elbab26,Mahatomba,1,0
2020-10-01 05:12:35.808000+00:00,yTusYeoT,evgenkuz15051972,Nefetehli,1,0
2020-10-01 05:12:35.808000+00:00,yTusYeoT,VedanshuB,MrRothstein20,1,0
2020-10-01 05:12:35.808000+00:00,yTusYeoT,velvetthunder03,tphand,1,0
2020-10-01 05:12:17.267000+00:00,yTusYeoT,Nimzo678,King_Shaz,0,1
2020-10-01 05:12:17.267000+00:00,yTusYeoT,doublemint,LoganRex,1,0
2020-10-01 05:12:17.267000+00:00,yTusYeoT,ElCaosReptante,komronazam,0,1
2020-10-01 05:12:17.267000+00:00,yTusYeoT,ChanceJCox,Davronbekovkamron106,0,1
2020-10-01 05:11:56.687000+00:00,yTusYeoT,moloch_bg,rajatr,1,0
2020-10-01 05:11:56.687000+00:00,yTusYeoT,lyn_Frince,yugkhiani,0,1
2020-10-01 05:11:56.688000+00:00,yTusYeoT,tsocu,SergioGentili,1,0
2020-10-01 05:11:56.688000+00:00,yTusYeoT,ajnoy,ankur3291,1,0
2020-10-01 05:11:56.687000+00:00,yTusYeoT,IvankoLIS,razali-ali,1,0
2020-10-01 05:11:56.687000+00:00,yTusYeoT,bycoders,suleimenovO,0,1
2020-10-01 05:11:56.688000+00:00,yTusYeoT,Gurupranav,v2d2,0,1
2020-10-01 05:11:56.715000+00:00,yTusYeoT,PrinceofAfrica,uplink2,1,0
2020-10-01 05:11:38.135000+00:00,yTusYeoT,Ryba_Fish,sambit-chatterjee_11,0,1
2020-10-01 05:11:38.134000+00:00,yTusYeoT,javiertafur,Dilsaj,0,1
2020-10-01 05:11:38.135000+00:00,yTusYeoT,sergap75,SJCTharul,0,1
2020-10-01 05:11:38.135000+00:00,yTusYeoT,melzeuch,BlindBox,0,1
2020-10-01 05:11:19.610000+00:00,yTusYeoT,Arghhhhhhhhhh,VALHALLA_RAGNAR,0,1
2020-10-01 05:11:19.610000+00:00,yTusYeoT,Scamps92,Hightackle,1,0
2020-10-01 05:11:19.610000+00:00,yTusYeoT,Zakinaky,Vinod5062,1,0
2020-10-01 05:11:19.610000+00:00,yTusYeoT,subarux,miguel2120,0,1
2020-10-01 05:11:19.610000+00:00,yTusYeoT,Arjungs,sangram_r_j,0,1
2020-10-01 05:11:19.610000+00:00,yTusYeoT,BMSilva,Dhruv2006,1,0
2020-10-01 05:11:19.610000+00:00,yTusYeoT,pablobarby,EjGarcia,1,0
2020-10-01 05:11:19.610000+00:00,yTusYeoT,EmanuelRicardo,aleks45,0,0
2020-10-01 05:11:19.610000+00:00,yTusYeoT,RodmanMVP,gurkha-gamefowl,1,0
2020-10-01 05:11:01.127000+00:00,yTusYeoT,dsypal15,evgenkuz15051972,0,1
2020-10-01 05:11:01.126000+00:00,yTusYeoT,Adri2016,sakr1424,0,1
2020-10-01 05:11:01.127000+00:00,yTusYeoT,OPulence,HOGOFOGO,1,0
2020-10-01 05:11:01.127000+00:00,yTusYeoT,Pedri_Fati,kindomsavage,0,1
2020-10-01 05:11:01.127000+00:00,yTusYeoT,ArMan_1974,capedbaldly,0,1
2020-10-01 05:10:36.455000+00:00,yTusYeoT,AliyevShohruzbek,Barlog,0,1
2020-10-01 05:10:36.455000+00:00,yTusYeoT,Nefetehli,sergeybasov1957,0,1
2020-10-01 05:10:36.455000+00:00,yTusYeoT,aviIsKing,Veguettatruchomal,1,0
2020-10-01 05:10:36.455000+00:00,yTusYeoT,orujeni,Chichi30,0,1
2020-10-01 05:10:36.455000+00:00,yTusYeoT,uplink2,ajnoy,0,1
2020-10-01 05:10:36.456000+00:00,yTusYeoT,adzz82,Don_Johnson,1,0
2020-10-01 05:10:36.490000+00:00,yTusYeoT,Generalchex11,anthony_113_29,0,1
